Name,id,Status,Source,Last Updated,Address,Zip Code,Phone,Email,Website/Social Media,Neighborhood,Category,Pod,Latitude,Longitude,Special Accommodation Hours,SNAP/EBT,WIC,Pickup Offered,Delivery Offered,Delivery/Pickup Notes,Notes,Donate,Created time,Sub-Category,Hours,Hours - Obsolete,Admin Notes
Rampa Millennium,312,,,,"133 Greenpoint Ave, Brooklyn, NY 11222",11222,(718) 389-1818,INFO@RAMPAMILL.COM,https://rampamill.wordpress.com/,Greenpoint,Shipping Services/Post Office,4,40.730305,-73.954611,,,,,,,,,4/29/2020 3:34am,,,,
Reclamation,313,Open,Location,5/5/2020,817 Metropolitan Ave.,11211,(718) 387-5178,,https://www.instagram.com/reclamationbar/,East Williamsburg,Bar,18,40.714871,-73.941589,,,,Yes,Yes,Delivery available on their website or via IG DM - https://www.reclamationbar.com/,,https://www.gofundme.com/f/reclamation-bar-staff-help,4/29/2020 1:01am,Bar,Mon-Fri: 2pm-8pm/ Sat-Sun: 12pm-8pm,,
Remedies Pharmacy,314,Open,,,"711 Bedford Ave, Brooklyn, NY 11206",11206,(718) 855-0214,,,South Williamsburg,Pharmacy,36,40.699575,-73.956762,,,,Yes,Yes,,,,4/29/2020 12:34am,,Sun-Thurs: 10am-8pm / Fri: 10am-2pm,"sun-thu 10-8, Fri 10-2",
Ringolevio,315,Open,Location,5/5/2020,490 Humboldt Street,11222,(347) 335-0056,,https://www.instagram.com/ringoleviobk/,North Williamsburg,Restaurant,18,40.719126,-73.943232,,,,Yes,Yes,"Delivery thru Grubhub, Seamless, DoorDash, and Uber Eats. Call to pick-up.",,,4/29/2020 1:52am,Italian,Tue-Sa:t 4pm-10pm,,
Rio Drugs,316,No Answer,,,"701 Broadway, Brooklyn, NY 11206",11206,(718) 599-1172,,,South Williamsburg,Pharmacy,32,40.701720,-73.943225,,,,,,,,,4/29/2020 12:34am,,,,
Rite Aid Pharmacy,317,Open,,,"783 Manhattan Ave, Brooklyn, NY 11222",11222,(718) 383-6150,,https://www.riteaid.com/locations/ny/brooklyn/783-manhattan-avenue.html,Greenpoint,Pharmacy,7,40.727376,-73.953355,Daily: 9am-10am for Seniors and Immunocompromised,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Fri: 9am-9pm / Sat: 9am-5pm / Sun: 9am-6pm,"m-f 9-9, sat 9-5, sun 9-6",
Rivera Grocery Store,318,,,,"1095 Manhattan Avenue, Brooklyn, NY 11222",11222,(718) 389-5466,,,Greenpoint,Grocery Store,1,40.736022,-73.955500,,,,,,,,,4/29/2020 12:34am,,,,
Rocka Rolla,319,Open,Location,5/5/2020,486 Metropolitan Ave.,11211,N/A,,https://www.instagram.com/rockarolla_bk/,South Williamsburg,Bar,17,40.713890,-73.952827,,,,Yes,Yes,"Pickup and delivery. $30 minimum for delivery, DM on Instagram to order.",,https://www.gofundme.com/f/support-your-local-staff,4/29/2020 1:01am,Bar,Thurs-Sun: 1pm-8pm,,
Rule of Thirds,320,Closed,Instagram,5/5/2020,171 Banker St.,11222,(347) 334-6684,,https://www.instagram.com/thirdsbk/,North Williamsburg,Restaurant,7,40.724681,-73.954812,,,,,,,,https://www.gofundme.com/f/in-this-together-help-our-staff,4/29/2020 1:01am,Japanese,,,
Russ Pizza,321,Open (Missing Info),,5/5/2020,745 Manhattan Avenue,11222,(718) 383-9463,,https://www.instagram.com/russ.pizza/,Greenpoint,Restaurant,7,40.726404,-73.952538,,,,Yes,Yes,Pickup from the window. ,,,4/29/2020 4:11am,Pizzeria,,,
S Bros Pharmacy,322,Open,,,"176 Lee Ave, Brooklyn, NY 11211",11211,(718) 855-3070,sbrospharmacy@gmail.com,http://www.sbrospharmacy.com/,South Williamsburg,Pharmacy,36,40.702465,-73.956660,,,,Yes,Yes,,,,4/29/2020 12:34am,,Sun-Thurs: 10am-10pm / Fri: 10am-6pm / Sat: Motzei Shabbos-Midnight,"Sun-Thu 10-10, Fri 10-6, Sat Motzei Shabbos - Midnight",
Sai Apteka Pharmacy (duplicate),323,No Answer,,,"151 Nassau Ave, Brooklyn, NY 11222",11222,(718) 349-8989,,,Greenpoint,Pharmacy,11,40.725050,-73.947299,,,,,,,,,4/29/2020 12:34am,,,,
Saldo Drugs,324,Open,,,"384 Graham Ave, Brooklyn, NY 11211",11211,(718) 389-8015,,,North Williamsburg,Pharmacy,17,40.716078,-73.944366,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Thurs: 9am-4pm / Sat: 10am-4pm / Sun: Closed,"m-th 9-4, sat 10-4, sun closed",
Salerno Surgical Supplies,325,Open,,,"360 Graham Ave, Brooklyn, NY 11211",11211,(718) 486-8888,,,North Williamsburg,Pharmacy,17,40.715042,-73.944181,,,,Yes,Yes,,Not a Pharmacy. Only medical supplies.,,4/29/2020 12:34am,,Mon-Fri: 11am-6:30pm / Sat-Sun: Closed ,m-f 11-6:30,
Salt + Charcoal,326,Open,Location,5/3/2020,171 Grand Street,11211,(718) 782-2087,,https://www.instagram.com/saltandcharcoal/,South Williamsburg,Restaurant,,40.714690,-73.961280,,,,Yes,Yes,Order on Caviar or call to place order.,,,5/3/2020 7:20pm,"Japanese,Steakhouse",Mon-Fri: 5pm-10pm / Sat: 2pm-10pm / Sun: 2pm-9pm,,
Sam's Homegoods ,327,Open,,5/1/2020,101 Bedford Ave. Brooklyn NY ,11211,(718) 388-9500,None ,None,North Williamsburg,Hardware Store,12,40.720008,-73.954542,None,,,No,No,,,,4/29/2020 12:34am,,Mon-Fri: 9am-9pm,Mon-Fri 9am-9pm ,
Samoobslugowa,328,Open,Location,4/21/2020,"184 Norman Avenue, Brooklyn NY",11222,N/A,,,Greenpoint,Laundromat,8,40.726878,-73.946741,,,,,,,"Google claims they are permanently closed, but the business is very much open.",,4/29/2020 12:34am,,Daily: 8am-8pm,8am-8pm,
Sander's Bakery,329,,,,"159 Lee Ave, Brooklyn, NY 11211",11211,(718) 387-7411,,https://sanders-bakery.business.site/,South Williamsburg,Restaurant,36,40.703295,-73.956891,,,,,,,,,5/1/2020 4:24am,Bakery,,,
Santa Maria Pharmacy,330,Open,,,"255 S 2nd St, Brooklyn, NY 11211",11211,(718) 388-0745,,,South Williamsburg,Pharmacy,26,40.711804,-73.957573,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Sat: 9am-6pm / Sun: Closed,"m-sat 9-6, Sun closed",
Sauvage,331,Open,Location,5/5/2020,905 Lorimer St.,11222,(718) 486-6816,,https://www.instagram.com/sauvage_nyc/,Greenpoint,Restaurant,12,40.723513,-73.951928,,,,Yes,Yes,Food takeout: must order online: https://sauvageaway.com/ & booze delivery - https://sauvagewines.com/ Orders received by 3pm will receive free same-day delivery. Later orders will arrive the following day.,,X,4/29/2020 1:01am,"French,American",(Food) Daily: 12pm-3pm / (Booze) Daily: 3pm-7pm,,
Scalino,332,Open,Location,5/3/2020,659 Manhattan Ave.,11222,(718) 389-8600,,https://scalinogpny.com/,Greenpoint,Restaurant,12,40.724482,-73.951489,,,,Yes,Yes,"Delivery via Grubhub, Seamless and ChowNow",,X,4/29/2020 1:01am,Italian,Sun-Thurs: 12pm-10pm / Fri-Sat: 12pm-11pm,,
Screamers Pizzeria,333,Open,Location,5/3/2020,620 Manhattan Ave.,11222,(347) 844-9412,,https://www.instagram.com/screamerspizzeria/,Greenpoint,Restaurant,,40.723620,-73.950400,,,,Yes,No,,,,5/3/2020 6:32pm,Pizzeria,Mon-Fri: 4pm-9pm / Sat-Sun: 2pm-9pm,,
Segedin Discount Hardware,334,No Answer,,5/1/2020,"179 Lee Avenue, Brooklyn NY",11211,(718) 963-3563,,,South Williamsburg,Hardware Store,33,40.702731,-73.956255,,,,,,,,,4/29/2020 12:34am,,,,
Settepani Bakery,335,Closed,,5/5/2020,"602 Lorimer St, Brooklyn, NY ",11211,(718) 349-6524,,https://www.instagram.com/settepani_bakery/,North Williamsburg,Restaurant,17,40.715066,-73.949248,,,,,,,,,5/1/2020 4:36am,Bakery,,,
Shanghai Lee,336,,,,157 Franklin street,11222,(718) 349-6716,,,Greenpoint,Restaurant,4,40.731804,-73.958127,,,,,,,Takeout & delivery,,4/29/2020 1:01am,Chinese,,,
She Wolf Bakery ,337,Open,Website (COVID-19 specific),5/5/2020,"224 India Street, Brooklyn NY",11222,N/A,,http://www.shewolfbakery.com/,Greenpoint,Restaurant,5,40.732477,-73.950634,,,,Yes,No,"Pre-order and pickup at Achilles' Heel Thursdays 12pm-2pm. Or purchase at McCarren Park Farmers Market on Saturdays, Stranger Wines, Mekelburgs, Archestratus (pre-order only). See website for weekly pickup hours.",,,4/29/2020 12:34am,Bakery,,,
Shimon's Pharmacy,338,Closed,,,"115 Lee Ave, Brooklyn, NY 11211",11211,(718) 384-0234,,,South Williamsburg,Pharmacy,29,40.704499,-73.958292,,,,,,,,,4/29/2020 12:34am,,,,
Shop Fair Supermarket (Met Foodmarket),339,Open,,5/1/2020,"385 Broadway, Brooklyn, NY 11211",11211,(718) 218-7858,,,South Williamsburg,Grocery Store - Supermarket,29,40.707486,-73.954442,,,,No,Yes - only in special cases,Groceries will be delivered only if shopping is done in person.,,,4/29/2020 12:34am,,Daily: 7am-8pm,7-8 daily,
Silk Road Cycles,340,Open,Instagram,4/27/2020,"76 Franklin Street, Brooklyn, NY 11222",11222,(718) 389-2222,,https://silkroadcycles.net/covid-19; https://www.instagram.com/silkroadcycles/,Greenpoint,Bike Shops,7,40.727218,-73.956859,,,,,,,,,4/29/2020 12:34am,,Tues-Sat: 12pm-6pm,Tues-Sat 12pm-6pm,
Sisto Pharmacy,341,Open,,,"682 Grand St, Brooklyn, NY 11211",11211,(718) 387-2665,,,South Williamsburg,Pharmacy,25,40.711320,-73.945144,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Fri: 9:30am-5pm / Sat: 10am-3pm / Sun: Closed ,"m-f 9:30-5, sat 10-3, sun closed",
Skinny Dennis,342,Open,,5/5/2020,"152 Metropolitan Ave, Brooklyn, NY 11211",11211,(212) 555-1212,,https://www.instagram.com/skinnydennis/,South Williamsburg,Bar,27,40.715866,-73.962181,,,,Yes,No,,Download a virtual Zoom background of the bar & donate - https://www.virtualcheers.org/,https://www.gofundme.com/f/support-your-local-staff,4/29/2020 1:01am,,Thurs-Sun: 1pm-8pm,,
South 2nd Pharmacy,343,Open,,,"168 Havemeyer St, Brooklyn, NY 11211",11211,(718) 599-5991,,,South Williamsburg,Pharmacy,26,40.711222,-73.957999,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Fri: 9am-4:30pm / Sat: 9am-2pm / Sun: Closed ,"m-f 9-4:30, sat 9-2, sun closed",
Southside Pharmacy,344,Open,,,"432 Bedford Ave, Brooklyn, NY 11249",11249,(718) 782-7200,is@southsidedrugs.com,https://www.southsidedrugs.com/,South Williamsburg,Pharmacy,28,40.709107,-73.964386,,,,Yes,Yes,,,,4/29/2020 12:34am,,Sun-Thurs: 10am-7pm / Fri: 10am-3pm / Sat: Closed ,"Sun-th 10-7, F 10-3, Sat closed",
Spritzenhaus,345,Closed,Location,5/3/2020,33 Nassau Ave.,11222,(347) 987-4632,,https://www.instagram.com/spritzenhaus33/,Greenpoint,Bar,12,40.723303,-73.953041,,,,,,,,X,4/29/2020 1:01am,,,,
St. Agrestis,346,Follow-up,Instagram,5/3/2020,"233 Eagle St., Brooklyn, NY 11222",11222,(973) 598-5746,None,https://www.instagram.com/st_agrestis/,Greenpoint,Bar,3,40.735983,-73.950916,,,,No,Yes,"Deliveries available in Brooklyn, Manhattan and Queens M-W-F. Order online or call. Every delivery comes with a FREE bottle of sanitizer made in house: https://greenhookgin.com/deliveries/","Greenhook gins and Gin & Tonic, as well as St. Agrestis's Negroni, Spritz, Amaro and Bitters. ",X,4/29/2020 1:01am,,,,
St. Anselm,347,Open,Instagram/Location,5/5/2020,355 Metropolitan Ave.,11211,(718) 384-5054,,https://www.instagram.com/stanselmrestaurant/,North Williamsburg,Restaurant,17,40.714278,-73.956043,,,,Yes,Yes,"Pick up beginning at 5pm. Fewer items available by delivery through Caviar, Grub hub & Seamless.",,X,4/29/2020 1:01am,Steakhouse,Weds-Sun: 5-9pm,,
Steinberg's Bakery,348,,,,"701 Bedford Ave, Brooklyn, NY 11206",11206,(718) 222-2944,,,South Williamsburg,Restaurant,36,40.700300,-73.956991,,,,,,,,,5/1/2020 4:28am,Bakery,,,
Stella di Sicilia Bakery,349,,,,"217 Montrose Ave, Brooklyn, NY ",11206,(718) 417-1849,,,East Williamsburg,Restaurant,21,40.707820,-73.940346,,,,,,,,,5/1/2020 4:27am,Bakery,,,
Stellar Hardware and Bath ,350,No Answer,,5/1/2020,1079 Manhattan Ave. Brooklyn NY,11222,(718) 383-4444,,https://stellarhardwareandbath.com AND https://www.instagram.com/stellar_hardware_bath/,Greenpoint,Hardware Store,2,40.735520,-73.955405,,,,,,,,,4/29/2020 12:34am,,,,
Steve's Meat Market,351,Open (Missing Info),,,104 Nassau Ave.,11222,(718) 383-1780,,,Greenpoint,Restaurant,12,40.723996,-73.949547,,,,Yes,,,"FREE Hot soup of the day, and other items for pickup.",,4/29/2020 1:01am,Butcher Shop,,,
Stuart Slater Pharmacy,352,Open,,,"63 Lee Ave, Brooklyn, NY 11211",11211,(718) 387-2764,,,South Williamsburg,Pharmacy,29,40.705940,-73.959809,,,,Yes,Yes,,,,4/29/2020 12:34am,,Sun-Thurs: 10am-8pm / Fri: 10am-4pm / Sat: Closed,"Sun-th 10-8, F 10-4, Sat closed",
Sun and Air,353,Open,Site/Instagram,4/27/2020,"788 Driggs Avenue, Brooklyn, NY 11211",11211,(718) 388-1669,,http://www.sunandair.nyc/,South Williamsburg,Bike Shops,28,40.711517,-73.961540,,,,,,,,,4/29/2020 12:34am,,Mon-Fri: 12pm-6pm / Sat-Sun: 11am-6pm,Mon-Fri 12pm-6pm; Sat-Sun 11am-6pm,
Sun Win Inc. ,354,No Answer,,5/1/2020,"256 Graham Avenue, Brooklyn NY ",11211,(718) 302-1190,,,East Williamsburg,Hardware Store,20,40.711049,-73.943535,,,,,,,,,4/29/2020 12:34am,,,,
Sunday In Brooklyn,355,Closed,Instagram,5/5/2020,348 Wythe Ave.,11249,(347) 222-6722,,https://www.instagram.com/sundayinbrooklyn/,South Williamsburg,Restaurant,27,40.714152,-73.965364,,,,,,,,https://www.gofundme.com/f/in-this-together-help-our-staff,4/29/2020 1:01am,American,,,
Sunshine Laundromat,356,Open,,5/1/2020,"860 Manhattan Ave., Brooklyn, NY 11222",11222,(718) 475-2055,pinball@sunshinelaundromat.com,https://sunshinelaundromat.com/,Greenpoint,Laundromat,6,40.729308,-73.953607,,,,,,,"Open as a laundromat, but bar currently closed",,4/29/2020 12:34am,Bar,Daily: 8am-8pm,M - S 8:00 am to 7:00 pm,
Susan Laundromat (aka Sue-Lee),357,Open,Location,4/21/2020,"244 Nassau Avenue, Brooklyn NY",11222,N/A,,,Greenpoint,Laundromat,11,40.725651,-73.941825,,,,,,,,,4/29/2020 12:34am,,Daily: 8am-8pm,8am-8pm,
Sweetleaf Coffee,358,Open,,5/5/2020,159 Freeman St.,11222,(347) 987-3732,,https://www.instagram.com/sweetleafnyc/,Greenpoint,Restaurant,2,40.734562,-73.955368,,,,,,,,X,4/29/2020 1:01am,Cafe,Daily: 8am-2pm,,
Syrena Bakery,359,Open,Location,4/30/2020,"207 Norman Avenue, Brooklyn NY 11222",11222,(718) 349-0560,,http://www.syrenabakery.com/home.html,Greenpoint,Restaurant,8,40.727550,-73.945475,,,,Yes,,,,,4/29/2020 12:34am,Bakery,Mon-Fri: 6am-6pm / Sat: 6am-5pm / Sun: Closed,Mon-Fri: 6am-6pm / Sat: 6am-5pm Sun: Closed,
Teddy's Bar & Grill,360,Closed,Instagram,5/3/2020,"96 Berry St., Brooklyn, NY 11249",11249,(718) 384-9787,info@teddys.nyc,https://www.instagram.com/teddysnyc/,North Williamsburg,Bar,14,40.719376,-73.958486,,,,,,,Download a virtual Zoom background of the bar & donate - https://www.virtualcheers.org/,https://www.gofundme.com/f/financial-assistance-for-teddy039s-staff,4/29/2020 1:01am,"Restaurant,American",,,
Temkin's ,361,Closed,Location,5/3/2020,"155 Greenpoint Ave, Brooklyn, NY 11222",11222,(929) 397-0330,None,https://www.instagram.com/temkinsnyc/,Greenpoint,Bar,6,40.730455,-73.953569,,,,,,,,https://www.gofundme.com/temkins-bartender-fund,4/29/2020 1:01am,,,,
The Blue Stove,362,Closed,Instagram,5/5/2020,"415 Graham Ave, Brooklyn, NY ",11211,(718) 766-7419,,https://www.instagram.com/thebluestove/,East Williamsburg,Restaurant,16,40.717448,-73.945108,,,,,,,,https://www.thebluestove.com/store/gift-cards,5/1/2020 4:34am,Bakery,,,
The Breakers,363,Closed,Instagram,5/3/2020,"307 Meeker Ave., Brooklyn, NY 11211",11211,(718) 384-8900,thebreakersbk@gmail.com,https://www.instagram.com/thebreakersbk/,North Williamsburg,Bar,16,40.717396,-73.949252,,,,,,,,https://www.gofundme.com/f/the-breakers-staff-relief-fund,4/29/2020 1:01am,,,,
The Commodore,364,Open,Instagram,5/3/2020,"366 Metropolitan Ave., Brooklyn, NY 11211",11211,(718) 218-7632,None,https://www.instagram.com/thecommodorebar/,South Williamsburg,Bar,26,40.713898,-73.955800,,,,Yes,Yes,Delivery via Caviar/Call for takeout.,Full food menu and frozen cocktails to go.,X,4/29/2020 1:01am,"Restaurant,American,Bar",Daily: 11am-11pm,,
The Daily Feed Deli,365,Open (Missing Info),Location,5/1/2020,"135 Metropolitan Ave, Brooklyn, NY 11211",11211,(718) 599-8866,None,None,North Williamsburg,Grocery Store,14,40.716367,-73.962207,,,,Yes,Yes,Pick up or order on delivery.com,,,5/1/2020 9:19pm,,,,
The Dog Institute,366,Closed,,4/24/2020,"125 Roebling St, Brooklyn, NY 11211",11211,(347) 276-0882,info@thedoginstitute.com,https://www.thedoginstitute.com/,South Williamsburg,Pet Supplies,17,40.714823,-73.956390,,,,,,,"Trainer.
Offering Online lessons",,4/29/2020 12:34am,,,,
The Drift,367,Closed,Location,5/3/2020,"579 Meeker Ave #5056, Brooklyn, NY 11211",11211,(718) 504-7776,party@thedriftbrooklyn.com,https://www.instagram.com/thedriftbrooklyn/,Greenpoint,Bar,10,40.721526,-73.942479,,,,,,,"Order food and drinks from their sister bar, The Commodore.",X,4/29/2020 1:01am,"Restaurant,Bar,American",,,
The Gutter,368,Closed,Employee,5/3/2020,"200 North 14th St, Brooklyn, NY 11249",11249,(718) 387-3585,gutterbar@gmail.com,https://www.instagram.com/gutterbar/?hl=en,North Williamsburg,Bar,12,40.722688,-73.955604,,,,,,,,https://www.gofundme.com/f/donations-for-gutter-williamsburg-staff,4/29/2020 1:01am,,,,
The Laundry on Graham,369,,,4/22/2020,"423 Graham Ave., Brooklyn, NY 11211",11211,(718) 389-2554,,,North Williamsburg,Laundromat,16,40.717636,-73.945159,,,,,,,,,4/29/2020 12:34am,,Daily: 7:30am-10pm,M - S 7:30 am - 10:00 pm,
The Levee,370,Closed,Location,5/5/2020,"212 Berry Street, Brooklyn, NY 11249",11249,(718) 218-8787,beerboozepooldogs@gmail.com,https://www.instagram.com/theleveebk/,North Williamsburg,Bar,14,40.716339,-73.961699,,,,,,Purchase a quarantine t-shirt: https://www.bonfire.com/store/theleveebk/,Download a virtual Zoom background of the bar and donate. https://www.virtualcheers.org/,https://www.bonfire.com/store/theleveebk/,4/29/2020 1:01am,Bar,,,
The Meatball Shop,371,,,,"170 Bedford Ave., Brooklyn, NY 11249",11249,(718) 551-0520,,https://www.instagram.com/meatballers/,North Williamsburg,Restaurant,15,40.718242,-73.957533,,,,,,,Donate on Gofundme to give a sandwich to a healthcare worker. Order online for pickup or delivery - https://www.themeatballshop.com/order-online/,https://www.gofundme.com/f/Meatball-heroes-for-heroes,4/29/2020 1:01am,Italian,,,
The Modern Chemist - DOMINO,372,Open,,,"40 S 3rd St, Brooklyn, NY 11249",11249,(718) 599-4830,,https://www.instagram.com/themodernchemistbk/?hl=en,South Williamsburg,Pharmacy,27,40.713431,-73.966624,,,,,,,,,4/29/2020 12:34am,,Mon-Sat: 10am-6pm / Sun: Closed ,10-6 m-sat Closed Sun.,
The Palace,373,Open,Location,5/2/2020,"206 Nassau Ave., Brooklyn, NY 11222",11222,(718) 383-3476,thegreenpointpalaceevents@gmail.com,https://www.instagram.com/thegreenpointpalace/,Greenpoint,Bar,10,40.725434,-73.944623,,,,Yes,No,,Hot dogs and drinks.,https://www.gofundme.com/f/ke4xf-the-palace,4/29/2020 1:01am,"Restaurant,Bar,American",Sat-Sun: 2pm-6pm,,
The Richardson,374,Open,Location/Instagram,5/3/2020,"451 Graham Ave., Brooklyn, NY 11222",11222,(718) 389-0839,None,https://www.instagram.com/therichardsonnyc/,North Williamsburg,Bar,16,40.718885,-73.945352,,,,Yes,No,Order online and schedule a pickup time or stop by. https://app.upserve.com/s/the-richardson-brooklyn,,https://www.gofundme.com/f/the-richardson-unemployed-staff-fund,4/29/2020 1:01am,"Cheese Shop,Bar",Fri-Sun: 1pm-6pm,,
The Rosemont,375,Closed,Instagram,5/3/2020,"63 Montrose Avenue, Brooklyn, NY 11206",11206,(347) 987-3101,None,https://www.instagram.com/therosemontnyc/?hl=en,South Williamsburg,Bar,30,40.707119,-73.947434,,,,,,,,https://www.gofundme.com/f/the-rosemont-staff-needs-your-help,4/29/2020 1:01am,,,,
The Screen Door,376,Open,Location,5/5/2020,"145 Driggs Ave, Brooklyn, NY 11222",11222,(929) 283-5818,,https://www.instagram.com/thescreendoorbrooklyn/,Greenpoint,Restaurant,11,40.722904,-73.944300,,,,Yes,No,Curbside pickup orders Sat-Sun; Check IG to confirm,,Gift Cards,4/29/2020 1:01am,Ice Cream Parlor,Sat-Sun: 2-7pm,,
The Springs,377,Follow-up,Instagram,5/2/2020,"224 Franklin Street, Brooklyn, NY 11222",11222,(347) 227-7114,None,thesprings-bk.com,Greenpoint,Bar,2,40.733336,-73.957863,,,,Yes,No,Now open for window pickup.,Check Instagram for hours.,,5/2/2020 9:24pm,,,,
The UPS Store,378,,,,"144 N 7th St, Brooklyn, NY 11211",11211,(718) 218-6440,,https://locations.theupsstore.com/ny/brooklyn/144-n-7th-st?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,North Williamsburg,Shipping Services/Post Office,14,40.718196,-73.958621,,,,,,,,,4/29/2020 3:55am,,,,
The Woods,379,Closed,Instagram,5/3/2020,"48 South 4th St., Brooklyn, NY 11249",11249,(718) 782-4955,thewoodsbar@gmail.com,https://www.thewoodsbk.com/,South Williamsburg,Bar,28,40.712540,-73.966410,,,,,,,,,5/3/2020 4:21am,,,,
Three-P Drugs,380,No Answer,,,"791 Flushing Ave, Brooklyn, NY 11206",11206,(718) 302-4850,,,East Williamsburg,Pharmacy,22,40.701104,-73.941093,,,,,,,,,4/29/2020 12:34am,,,,
Tikka Indian Grill,381,Closed,,,"185 Grand St, Brooklyn, NY 11211",11211,(718) 768-2262,,https://www.instagram.com/tikkaindiangrill/,South Williamsburg,Restaurant,27,40.714434,-73.960749,,,,,,,,https://www.gofundme.com/f/tikka-indian-grill-relief-fund,4/29/2020 1:01am,Indian,,,
Tiv-Tov Stores Inc. ,382,Open,,5/1/2020,"125 Lee Avenue, Brooklyn NY ",11211,(718) 388-9077,None,None,South Williamsburg,Hardware Store,36,40.704111,-73.957885,None,,,No,No,,,,4/29/2020 12:34am,,Sun-Thurs: 11am-4pm / Fri: 11am-4pm,Sun-Thurs 11am-4pm Fri 11am-4pm,
Tony's Hardware ,383,No Answer,,5/1/2020,"998 Flushing Avenue, Brooklyn NY ",11206,(718) 497-3326,,,South Williamsburg,Hardware Store,22,40.703525,-73.931280,,,,,,,Called number but message said it has been disconnected,,4/29/2020 12:34am,,,,
Torst ,384,Closed,Instagram,5/5/2020,"615 Manhattan Ave., Brooklyn, NY 11222",11222,(718) 389-6034,info@torstnyc.com,https://www.instagram.com/torst_nyc,Greenpoint,Bar,12,40.723393,-73.950839,,,,,,,,https://www.gofundme.com/f/trst-team-donation,4/29/2020 1:01am,"Bar,American",,,
Troost,385,Open,Staffer,5/3/2020,"1011 Manhattan Ave, Brooklyn NY",11222,(347) 889-6761,troostnyc@gmail.com,https://www.instagram.com/troostnyc/?hl=en,Greenpoint,Bar,2,40.733463,-73.955035,,,,Yes,No,,"Beer, wine and cocktails to-go.",https://www.gofundme.com/f/fund-to-support-the-troost-staff,5/3/2020 1:53am,Bar,Daily: 3pm-7pm,,
Tuffet,386,Open (Missing Info),Instagram,5/5/2020,286 Graham Ave.,11211,(718) 388-7434,contact@tuffetnyc.com,https://www.instagram.com/tuffetbar/,East Williamsburg,Bar,20,40.712127,-73.943749,,,,Yes,No,Order via IG DM or email in advance.,,X,4/29/2020 1:01am,"Bar,Pizzeria,Cheese Shop",Sat-Sun: 3pm-6pm,,
Turkey's Nest Tavern,387,Open,Location,5/2/2020,"94 Bedford Ave, Brooklyn, NY 11249",11249,(718) 384-9774,None,https://www.instagram.com/turkeysnesttavern/,North Williamsburg,Bar,12,40.720615,-73.955025,,,,Yes,No,"Open for to-go drinks, 1 person at a time.",,https://www.spotfund.com/story/9715a756-1540-4ad3-8ea7-85d1c43384e4,4/29/2020 1:52am,Bar,,,
Union Pool,388,Closed,Instagram,5/2/2020,"484 Union Ave., Brooklyn, NY 11211",11211,(718) 609-0484,None,https://www.instagram.com/union_pool/,North Williamsburg,Bar,17,40.714996,-73.951551,,,,,,,"Donate to Gofundme - The highest total donation will receive guest list for ALL shows at Union Pool for one year! LEGACY STATUS $500 and over and we will put your name in brass on a barstool at the bar! That’s right, legacy status, your very own barstool at Union Pool LIFEGUARD $100 gets you a “Union Pool Lifeguard” T-shirt. Reverend Vince Anderson is live every Monday night from his Instagram.",https://www.gofundme.com/f/union-pool-employee-fund,4/29/2020 1:01am,,,,
United States Postal Service: East Williamsburg,389,Open (Missing Info),,4/25/2020,47 Debevoise St. Brooklyn NY ,11206,(800) 275-8777,,,East Williamsburg,Shipping Services/Post Office,22,40.702030,-73.941229,,,,,,,,,4/29/2020 12:34am,,New Hours Posted on Door,New Hours Posted on Door,
United States Postal Service: Greenpoint,390,Open (Missing Info),,4/25/2020,"66 Meserole Ave, Brooklyn NY",11222,(800) 275-8777,,,Greenpoint,Shipping Services/Post Office,7,40.726260,-73.954482,,,,,,,,,4/29/2020 12:34am,,New Hours Posted on Door ,New Hours Posted on Door ,
United States Postal Service: Williamsburg,391,Open (Missing Info),,4/25/2020,263 S 4th St. Brooklyn NY,11211,(800) 275-8777,,,South Williamsburg,Shipping Services/Post Office,26,40.710057,-73.957185,,,,,,,,,4/29/2020 12:34am,,New Hours Posted on Door ,New Hours Posted on Door ,
Unity Drugs,392,No Answer,,,"772 Grand St, Brooklyn, NY 11211",11211,(718) 486-0344,,,East Williamsburg,Pharmacy,20,40.711542,-73.942338,,,,,,,,,4/29/2020 12:34am,,,,
Unzer Pharmacy Corporation,393,Open,,,"572 Bedford Ave, Brooklyn, NY 11249",11249,(718) 384-7334,,,South Williamsburg,Pharmacy,35,40.704194,-73.961596,,,,Yes,,,,,4/29/2020 12:34am,,Mon-Thurs:10am-8pm / Fri: 10am-4pm / Sun: 10am-7pm,"m-th 10-8, Fr 10-4, sat closed, sun 10-7",
Upright Coffee,394,Open,Location,5/2/2020,"860 Manhattan Ave., Brooklyn, NY 11222",11222,(718) 215-9910,,https://www.instagram.com/uprightcoffee/,Greenpoint,Restaurant,6,40.729308,-73.953607,,,,Yes,No,Order beans online and pick up in store at https://upright-coffee.square.site/,,,4/29/2020 1:01am,Cafe,Daily: 8am-4pm,8am-4pm,
